Rank,Name,Symbol,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d,trading_date
6.0,BCHBitcoin Cash,BCH,2990730945.18,168.94,17703175,454369901.47,0.26,0.31,2.0,2019/03/31
7.0,BNBBinance Coin,BNB,2456689309.02,17.4,141175490,199990282.71,0.01,3.27,1.63,2019/03/31
8.0,XLMStellar,XLM,2072087795.27,0.1077,19248142942,268624667.09,0.41,0.27,1.63,2019/03/31
9.0,USDTTether,USDT,2029986704.61,1.0006,2028852790,8108743210.99,0.02,0.04,0.66,2019/03/31
10.0,ADACardano,ADA,1808312386.75,0.06975,25927070538,67772020.27,0.22,2.46,14.96,2019/03/31
11.0,TRXTRON,TRX,1568590126.55,0.02352,66682072191,190106148.22,0.17,1.04,0.96,2019/03/31
12.0,BSVBitcoin SV,BSV,1148254868.52,64.98,17670348,65214626.28,0.07,0.07,1.44,2019/03/31
13.0,XMRMonero,XMR,943881892.47,55.89,16889616,99371365.85,0.37,4.57,3.9,2019/03/31
14.0,DASHDash,DASH,943250362.52,108.17,8719865,307273197.26,0.23,8.27,16.53,2019/03/31
15.0,MIOTAIOTA,MIOTA,854747405.5,0.3075,2779530283,10899122.34,0.08,0.09,0.1,2019/03/31
16.0,MKRMaker,MKR,706967701.41,706.97,1000000,1093644.85,0.08,0.63,3.25,2019/03/31
17.0,XTZTezos,XTZ,704639139.18,1.0599,664843673,8951420.66,1.05,11.86,57.78,2019/03/31
18.0,NEONeo,NEO,647384058.32,9.9598,65000000,302469057.46,0.34,1.54,8.57,2019/03/31
19.0,ONTOntology,ONT,644458753.32,1.3024,494823234,48922361.92,0.6,0.84,4.6,2019/03/31
20.0,ETCEthereum Classic,ETC,527656433.76,4.824,109382135,149120802.55,0.06,0.67,0.13,2019/03/31
1.0,BTCBitcoin,BTC,91674230185.93,5198.9,17633400,16655416140.27,0.15,2.79,26.4,2019/04/07
2.0,ETHEthereum,ETH,18424576820.42,174.53,105565822,7596176019.73,0.41,5.29,23.19,2019/04/07
3.0,XRPXRP,XRP,15021731304.72,0.3599,41743765071,1398086395.49,0.59,1.76,16.2,2019/04/07
4.0,BCHBitcoin Cash,BCH,5662007844.39,319.6,17716113,2183906035.46,0.81,4.9,89.66,2019/04/07
5.0,LTCLitecoin,LTC,5653406711.33,92.31,61242136,3314848880.21,0.78,0.11,52.0,2019/04/07
6.0,EOSEOS,EOS,4943668665.75,5.4551,906245118,2614787949.59,0.39,2.15,30.63,2019/04/07
7.0,BNBBinance Coin,BNB,2697901876.07,19.11,141175490,149525473.22,0.04,0.2,10.07,2019/04/07
8.0,XLMStellar,XLM,2510903306.46,0.1303,19269668926,349981245.9,0.08,4.56,20.8,2019/04/07
9.0,ADACardano,ADA,2345996894.44,0.09048,25927070538,100804121.36,0.2,0.44,28.82,2019/04/07
10.0,USDTTether,USDT,2090015279.43,1.0046,2080443204,16782653244.06,0.24,0.16,0.44,2019/04/07
11.0,TRXTRON,TRX,1926752662.37,0.02889,66682072191,552496052.55,0.4,7.87,22.87,2019/04/07
12.0,BSVBitcoin SV,BSV,1526953180.18,86.41,17670348,176075346.62,0.41,2.65,33.09,2019/04/07
13.0,DASHDash,DASH,1182064053.63,135.26,8738892,390843774.54,0.36,3.25,24.02,2019/04/07
14.0,XMRMonero,XMR,1180056140.44,69.81,16904552,92938041.3,0.13,2.66,24.2,2019/04/07
15.0,MIOTAIOTA,MIOTA,1007543918.2,0.3625,2779530283,21625356.67,0.38,4.74,17.6,2019/04/07
16.0,ETCEthereum Classic,ETC,840251877.09,7.6697,109554453,1367951558.0,0.37,25.5,59.27,2019/04/07
17.0,NEONeo,NEO,838234869.09,12.9,65000000,264198389.62,0.85,1.26,30.16,2019/04/07
18.0,MKRMaker,MKR,775042006.16,775.04,1000000,811576.69,0.31,0.56,9.61,2019/04/07
19.0,ONTOntology,ONT,760764525.91,1.5374,494823234,100341456.63,0.28,2.11,17.72,2019/04/07
20.0,XEMNEM,XEM,647987653.64,0.072,8999999999,15739736.95,0.08,3.54,30.23,2019/04/07
1.0,BTCBitcoin,BTC,91188595340.79,5167.72,17645800,10391952498.03,0.18,1.41,1.05,2019/04/14
2.0,ETHEthereum,ETH,17734050268.55,167.84,105661383,4846298303.14,0.26,2.06,5.03,2019/04/14
3.0,XRPXRP,XRP,13741639598.82,0.3288,41792108527,746765729.32,0.01,0.73,8.89,2019/04/14
4.0,BCHBitcoin Cash,BCH,5117349386.62,288.65,17728738,990830743.99,0.04,3.3,9.72,2019/04/14
5.0,LTCLitecoin,LTC,5087597682.6,82.94,61342534,2328308745.02,0.94,6.09,10.46,2019/04/14
6.0,EOSEOS,EOS,5025377119.83,5.5453,906245118,1965356808.93,0.69,3.76,0.92,2019/04/14
7.0,BNBBinance Coin,BNB,2751795496.84,19.49,141175490,189084742.15,0.28,4.5,2.86,2019/04/14
8.0,USDTTether,USDT,2431637598.13,1.0054,2418629656,9870255987.33,0.01,0.07,0.01,2019/04/14
9.0,XLMStellar,XLM,2251945511.76,0.1167,19302933338,233364143.07,0.9,0.86,11.18,2019/04/14
10.0,ADACardano,ADA,2194550263.94,0.08464,25927070538,82514758.38,0.51,1.28,6.0,2019/04/14
11.0,TRXTRON,TRX,1804535699.28,0.02706,66682072191,318773006.99,0.02,2.81,5.86,2019/04/14
12.0,BSVBitcoin SV,BSV,1259417047.63,71.05,17726686,83823671.94,0.33,1.42,17.57,2019/04/14
13.0,XMRMonero,XMR,1126513833.46,66.58,16919320,122650716.27,0.85,2.14,5.15,2019/04/14
14.0,DASHDash,DASH,1078878135.83,123.29,8751064,242571614.83,0.25,2.83,8.9,2019/04/14
15.0,MIOTAIOTA,MIOTA,880875914.12,0.3169,2779530283,24796128.19,0.7,1.32,12.38,2019/04/14
16.0,XTZTezos,XTZ,756808224.5,1.1417,662874928,7879352.67,0.09,16.47,16.93,2019/04/14
17.0,NEONeo,NEO,734427000.65,11.3,65000000,213128800.13,0.24,1.81,13.25,2019/04/14
18.0,ETCEthereum Classic,ETC,706832126.36,6.4418,109725305,371013644.35,0.42,1.68,15.33,2019/04/14
19.0,ONTOntology,ONT,675566131.5,1.3652,494854358,55626147.18,0.56,3.21,11.38,2019/04/14
20.0,MKRMaker,MKR,636672708.17,636.67,1000000,1793830.29,0.7,0.22,16.8,2019/04/14
1.0,BTCBitcoin,BTC,93847052256.19,5314.53,17658575,13731844222.82,0.16,0.37,3.02,2019/04/21
2.0,ETHEthereum,ETH,17983602095.41,170.05,105756953,6005571687.88,0.04,2.0,1.78,2019/04/21
3.0,XRPXRP,XRP,13533407429.74,0.3224,41970748057,1005803846.07,0.14,1.87,1.78,2019/04/21
4.0,BCHBitcoin Cash,BCH,5153508007.37,290.48,17741338,1279142852.24,0.15,3.62,0.4,2019/04/21
5.0,EOSEOS,EOS,4753646754.28,5.2454,906245118,2308380251.95,0.24,3.91,4.16,2019/04/21
6.0,LTCLitecoin,LTC,4751522316.95,77.33,61443509,2957685725.63,0.28,5.1,5.26,2019/04/21
7.0,BNBBinance Coin,BNB,3415575669.07,24.19,141175490,281288778.3,0.16,2.5,23.23,2019/04/21
8.0,USDTTether,USDT,2601017107.19,1.0067,2583816411,12526292373.74,0.01,0.08,0.07,2019/04/21
9.0,XLMStellar,XLM,2176554055.31,0.1124,19363613344,244064678.41,0.1,2.41,4.37,2019/04/21
10.0,ADACardano,ADA,1921361011.54,0.07411,25927070538,89301951.62,0.16,3.31,11.97,2019/04/21
11.0,TRXTRON,TRX,1666075718.6,0.02499,66682072191,369120035.34,0.23,4.73,7.04,2019/04/21
12.0,XMRMonero,XMR,1163658345.33,68.72,16933697,101931768.58,0.13,1.17,3.4,2019/04/21
13.0,DASHDash,DASH,1065247639.65,121.56,8762978,267992470.31,0.02,1.48,1.17,2019/04/21
14.0,BSVBitcoin SV,BSV,1004489952.59,56.63,17739161,123194176.58,0.05,3.52,20.52,2019/04/21
15.0,XTZTezos,XTZ,874542583.13,1.3243,660379772,4552768.63,0.72,1.95,16.92,2019/04/21
16.0,MIOTAIOTA,MIOTA,851156832.34,0.3062,2779530283,14580957.56,0.01,2.19,3.03,2019/04/21
17.0,NEONeo,NEO,685603542.87,10.55,65000000,248582229.59,0.19,3.62,6.27,2019/04/21
18.0,ETCEthereum Classic,ETC,651376688.56,5.9272,109896429,425303026.33,0.19,4.81,7.55,2019/04/21
19.0,ONTOntology,ONT,607480116.73,1.2276,494854358,76359464.46,0.51,6.67,9.38,2019/04/21
20.0,MKRMaker,MKR,603395378.96,603.4,1000000,1445782.56,0.15,2.53,4.68,2019/04/21
1.0,BTCBitcoin,BTC,93391244394.89,5285.14,17670537,12819992055.63,0.07,0.07,0.1,2019/04/28
2.0,ETHEthereum,ETH,16650076836.93,157.3,105852500,5379894433.33,0.11,0.98,7.12,2019/04/28
3.0,XRPXRP,XRP,12493351058.33,0.2974,42004966728,721572911.19,0.08,0.06,7.54,2019/04/28
4.0,BCHBitcoin Cash,BCH,4535543219.69,255.47,17753713,1007833364.1,0.08,3.54,11.42,2019/04/28
5.0,EOSEOS,EOS,4453565070.07,4.7198,943594295,1449287795.96,0.02,0.12,9.12,2019/04/28
6.0,LTCLitecoin,LTC,4291106337.09,69.73,61541708,2362638269.88,0.24,3.53,8.66,2019/04/28
7.0,BNBBinance Coin,BNB,3232825507.84,22.9,141175490,222693167.44,0.18,1.99,4.2,2019/04/28
8.0,USDTTether,USDT,2829388043.53,0.9939,2846831191,10548623451.89,0.01,0.12,1.3,2019/04/28
9.0,XLMStellar,XLM,1883413031.04,0.09874,19075198278,184650540.39,0.38,1.6,11.57,2019/04/28
10.0,ADACardano,ADA,1778363781.64,0.06859,25927070538,42979831.2,0.15,2.6,6.35,2019/04/28
11.0,TRXTRON,TRX,1573168401.78,0.02359,66682072191,585265493.12,0.03,0.52,5.04,2019/04/28
12.0,XMRMonero,XMR,1037458845.78,61.23,16943649,82495646.75,0.13,2.32,10.42,2019/04/28
13.0,DASHDash,DASH,967305377.58,110.24,8774913,239641263.38,0.08,0.13,8.61,2019/04/28
14.0,BSVBitcoin SV,BSV,963545504.27,54.28,17751398,97437820.63,0.07,0.76,3.87,2019/04/28
15.0,XTZTezos,XTZ,776895426.26,1.1748,661272904,5210110.33,0.48,3.86,11.29,2019/04/28
16.0,MIOTAIOTA,MIOTA,761900479.35,0.2741,2779530283,15417641.31,2.45,0.58,10.21,2019/04/28
17.0,ETCEthereum Classic,ETC,614384216.03,5.5819,110067253,369284398.99,0.41,1.23,4.83,2019/04/28
18.0,NEONeo,NEO,604582831.92,9.3013,65000000,237357918.48,0.27,2.46,11.34,2019/04/28
19.0,ONTOntology,ONT,551132700.89,1.1137,494854358,67236770.27,0.26,3.11,8.3,2019/04/28
20.0,MKRMaker,MKR,548018545.81,548.02,1000000,1954317.11,0.03,4.76,9.09,2019/04/28
1.0,BTCBitcoin,BTC,102494420158.46,5795.71,17684537,14808830722.93,0.1,0.45,9.6,2019/05/05
2.0,ETHEthereum,ETH,17317292590.97,163.45,105948111,5938415561.86,0.18,0.39,3.72,2019/05/05
3.0,XRPXRP,XRP,12724692457.41,0.3023,42087046846,805245811.92,0.31,0.65,1.61,2019/05/05
4.0,BCHBitcoin Cash,BCH,5222388151.39,293.95,17766400,1995769808.28,0.21,1.02,15.56,2019/05/05
5.0,LTCLitecoin,LTC,4683927727.29,75.98,61643308,2650746460.76,0.34,2.47,9.05,2019/05/05
6.0,EOSEOS,EOS,4624937769.96,4.8963,944573944,1735122032.88,0.06,1.13,3.78,2019/05/05
7.0,BNBBinance Coin,BNB,3249853031.21,23.02,141175490,171107465.91,0.4,0.65,1.07,2019/05/05
8.0,USDTTether,USDT,2786657649.43,1.0023,2780329382,12450308258.58,0.04,0.09,0.72,2019/05/05
9.0,XLMStellar,XLM,1892994496.69,0.09893,19135211381,205158492.99,0.83,0.72,0.19,2019/05/05
10.0,ADACardano,ADA,1714978393.8,0.06615,25927070538,49098472.72,0.12,1.09,3.36,2019/05/05
11.0,TRXTRON,TRX,1561790308.15,0.02342,66682072191,661532212.13,0.18,0.16,0.62,2019/05/05
12.0,XMRMonero,XMR,1120902040.97,66.08,16962766,39931450.89,0.01,2.29,7.71,2019/05/05
13.0,DASHDash,DASH,1048975845.36,119.31,8791925,255827278.4,0.04,1.05,8.32,2019/05/05
14.0,BSVBitcoin SV,BSV,953140152.94,53.66,17764123,89974872.71,0.34,0.27,1.04,2019/05/05
15.0,ATOMCosmos,ATOM,925545510.95,4.8537,190688439,68292314.74,1.15,6.81,7.43,2019/05/05
16.0,MIOTAIOTA,MIOTA,845740596.64,0.3043,2779530283,14775931.04,0.07,2.44,6.58,2019/05/05
17.0,XTZTezos,XTZ,770409638.69,1.1625,662705438,3979243.9,0.03,3.4,1.49,2019/05/05
18.0,ETCEthereum Classic,ETC,632528285.1,5.7378,110238678,424731401.1,0.06,1.82,2.52,2019/05/05
19.0,NEONeo,NEO,603147150.8,9.2792,65000000,301636301.84,0.06,2.18,0.69,2019/05/05
20.0,ONTOntology,ONT,537880599.65,1.0871,494804358,52898493.18,0.51,0.18,1.46,2019/05/05
1.0,BTCBitcoin,BTC,123389710222.36,6972.37,17696950,27773333679.68,0.13,2.98,21.25,2019/05/12
2.0,ETHEthereum,ETH,19864635090.8,187.33,106043512,10326050089.57,0.42,4.59,15.28,2019/05/12
3.0,XRPXRP,XRP,13064438400.02,0.3101,42133310721,2000224166.88,0.0,4.54,3.02,2019/05/12
4.0,BCHBitcoin Cash,BCH,6294245389.8,354.03,17778850,4136205097.4,1.06,0.1,21.67,2019/05/12
5.0,LTCLitecoin,LTC,5221525879.07,84.57,61745336,5582599422.01,0.32,6.19,12.45,2019/05/12
6.0,EOSEOS,EOS,4852039931.57,5.324,911360783,3301874542.4,0.14,4.58,10.0,2019/05/12
7.0,BNBBinance Coin,BNB,2940727441.47,20.83,141175490,239206083.65,1.03,1.73,8.27,2019/05/12
8.0,USDTTether,USDT,2765964069.6,0.9956,2778093795,26115401657.02,0.23,0.67,0.48,2019/05/12
9.0,XLMStellar,XLM,1896717427.97,0.09887,19184676408,347468948.79,0.07,4.21,0.3,2019/05/12
10.0,ADACardano,ADA,1817119314.84,0.07009,25927070538,141023789.49,0.01,7.68,6.89,2019/05/12
11.0,TRXTRON,TRX,1583962885.27,0.02375,66682072191,833444362.15,0.27,7.06,2.24,2019/05/12
12.0,XMRMonero,XMR,1259819570.62,74.21,16976902,58900217.19,0.16,4.68,12.93,2019/05/12
13.0,DASHDash,DASH,1094291042.39,124.3,8803817,343541553.26,0.61,0.62,4.18,2019/05/12
14.0,BSVBitcoin SV,BSV,1026678560.48,57.75,17776598,194447328.22,0.0,6.97,7.97,2019/05/12
15.0,MIOTAIOTA,MIOTA,846930950.6,0.3047,2779530283,16577963.23,0.64,3.18,3.37,2019/05/12
16.0,XTZTezos,XTZ,807377030.19,1.2224,660480222,6995488.27,0.4,3.71,5.64,2019/05/12
17.0,ATOMCosmos,ATOM,719467337.35,3.773,190688439,45901518.22,0.31,6.02,21.64,2019/05/12
18.0,ETCEthereum Classic,ETC,643014982.31,5.8239,110409590,735292770.25,0.82,5.36,2.55,2019/05/12
19.0,NEONeo,NEO,606248644.9,9.3269,65000000,423375082.04,0.43,6.22,1.33,2019/05/12
20.0,ONTOntology,ONT,569392601.12,1.1503,495004358,92585478.07,0.84,5.55,7.46,2019/05/12
1.0,BTCBitcoin,BTC,145185076704.97,8197.69,17710487,25902422039.65,0.09,12.32,16.71,2019/05/19
2.0,ETHEthereum,ETH,27733299057.13,261.29,106139016,12049250893.84,0.13,10.84,38.87,2019/05/19
3.0,XRPXRP,XRP,17599092589.2,0.4177,42133310721,2803922255.26,0.88,11.86,32.91,2019/05/19
4.0,BCHBitcoin Cash,BCH,7498997883.94,421.49,17791500,3347689965.63,1.14,17.24,19.13,2019/05/19
5.0,EOSEOS,EOS,5924726752.07,6.4942,912310172,2978376566.38,0.14,10.01,21.13,2019/05/19
6.0,LTCLitecoin,LTC,5895349548.69,95.32,61847201,4108852208.46,0.49,9.65,11.14,2019/05/19
7.0,BNBBinance Coin,BNB,4152372616.38,29.41,141175490,494423259.63,1.01,4.77,39.49,2019/05/19
8.0,USDTTether,USDT,2870362981.91,1.0106,2840229067,26838449166.67,0.34,1.3,1.4,2019/05/19
9.0,XLMStellar,XLM,2718394325.85,0.1415,19213277188,526532030.9,0.58,9.73,42.33,2019/05/19
10.0,ADACardano,ADA,2255549028.03,0.087,25927070538,145752504.08,0.05,9.41,22.95,2019/05/19
11.0,TRXTRON,TRX,1952261420.53,0.02928,66682072191,742466998.87,0.56,8.63,21.62,2019/05/19
12.0,XMRMonero,XMR,1539746808.46,90.62,16990939,67197703.51,0.55,13.39,21.91,2019/05/19
13.0,DASHDash,DASH,1496694584.77,169.78,8815719,509310051.3,3.56,19.92,36.17,2019/05/19
14.0,XTZTezos,XTZ,1212616492.54,1.8331,661512777,7564101.77,1.4,11.48,48.65,2019/05/19
15.0,MIOTAIOTA,MIOTA,1178610948.95,0.424,2779530283,32175816.29,0.48,7.84,38.94,2019/05/19
16.0,BSVBitcoin SV,BSV,1166554606.14,65.58,17788711,180383224.73,0.49,9.46,13.0,2019/05/19
17.0,ATOMCosmos,ATOM,933280007.49,4.8943,190688439,82033955.56,0.71,3.14,27.28,2019/05/19
18.0,ETCEthereum Classic,ETC,867391839.84,7.844,110580786,690201759.91,0.41,8.75,33.08,2019/05/19
19.0,XEMNEM,XEM,851043504.32,0.09456,8999999999,37241251.64,0.51,8.5,68.85,2019/05/19
20.0,NEONeo,NEO,767203241.28,11.8,65000000,478365060.72,0.54,9.57,26.11,2019/05/19
1.0,BTCBitcoin,BTC,153725486067.29,8673.22,17724162,26677970091.5,0.48,7.64,8.0,2019/05/26
2.0,ETHEthereum,ETH,28371943145.16,267.07,106234249,9664267730.9,0.56,5.92,4.58,2019/05/26
3.0,XRPXRP,XRP,17200982209.75,0.4084,42116677673,1848938650.06,0.48,5.56,0.28,2019/05/26
4.0,BCHBitcoin Cash,BCH,7706274016.54,432.84,17803950,2311867234.38,0.55,6.4,4.41,2019/05/26
5.0,LTCLitecoin,LTC,6902346395.21,111.42,61949676,5168378348.6,0.83,8.2,18.89,2019/05/26
6.0,EOSEOS,EOS,6309219233.06,6.9085,913260389,2843299025.22,1.07,7.8,8.55,2019/05/26
7.0,BNBBinance Coin,BNB,4814769247.91,34.1,141175490,611208603.91,1.35,2.14,17.62,2019/05/26
8.0,USDTTether,USDT,3092734489.9,1.0099,3062545090,21971964413.13,0.15,0.57,0.35,2019/05/26
9.0,XLMStellar,XLM,2569365015.99,0.1331,19298944923,400434267.71,0.89,5.87,4.23,2019/05/26
10.0,ADACardano,ADA,2230096451.63,0.08601,25927070538,111190328.72,0.84,6.87,1.38,2019/05/26
11.0,TRXTRON,TRX,2095788311.21,0.03143,66682072191,1145964555.89,0.28,11.73,9.38,2019/05/26
12.0,BSVBitcoin SV,BSV,1888474994.25,106.08,17801636,395277783.69,0.99,14.37,64.68,2019/05/26
13.0,XMRMonero,XMR,1564370682.15,92.0,17004919,78729256.21,0.47,5.77,4.38,2019/05/26
14.0,DASHDash,DASH,1435374453.26,162.6,8827639,959012638.21,0.03,4.13,0.38,2019/05/26
15.0,MIOTAIOTA,MIOTA,1140996815.89,0.4105,2779530283,29678442.25,0.84,6.67,0.8,2019/05/26
16.0,XTZTezos,XTZ,1102824936.94,1.665,662350128,5990544.91,0.9,6.03,6.11,2019/05/26
17.0,ATOMCosmos,ATOM,859734892.88,4.5086,190688439,49349631.95,0.26,2.42,7.25,2019/05/26
18.0,ETCEthereum Classic,ETC,848537727.69,7.6616,110751478,626354051.31,0.5,4.97,0.25,2019/05/26
19.0,XEMNEM,XEM,791940061.98,0.08799,8999999999,25678002.55,1.27,5.49,4.67,2019/05/26
20.0,NEONeo,NEO,778932349.77,11.98,65000000,391679153.2,0.67,4.36,4.16,2019/05/26
1.0,BTCBitcoin,BTC,155077231351.22,8742.96,17737387,20266216022.16,0.04,1.81,1.82,2019/06/02
2.0,ETHEthereum,ETH,28732949884.75,270.23,106329517,8744111713.27,0.33,1.19,2.05,2019/06/02
3.0,XRPXRP,XRP,18761924960.17,0.4448,42181995112,1595105831.87,0.11,2.82,9.84,2019/06/02
4.0,BCHBitcoin Cash,BCH,7906527803.35,443.77,17816663,1645915862.84,0.18,1.47,3.44,2019/06/02
5.0,EOSEOS,EOS,7132765224.42,7.774,917511591,3942017077.88,0.21,2.29,14.15,2019/06/02
6.0,LTCLitecoin,LTC,7117549253.45,114.7,62052076,3434073036.5,0.02,1.21,4.56,2019/06/02
7.0,BNBBinance Coin,BNB,4683362944.16,33.17,141175490,461362657.9,0.11,0.65,3.55,2019/06/02
8.0,BSVBitcoin SV,BSV,3419756287.17,191.97,17814373,399065617.09,1.54,0.99,80.65,2019/06/02
9.0,USDTTether,USDT,3138617718.16,1.0021,3131993375,19634978742.55,0.01,0.1,0.68,2019/06/02
10.0,XLMStellar,XLM,2659873179.1,0.1376,19327248744,428728157.76,0.73,2.94,4.36,2019/06/02
11.0,TRXTRON,TRX,2563111571.32,0.03844,66682072191,1371641994.23,1.18,0.41,22.57,2019/06/02
12.0,ADACardano,ADA,2503977776.99,0.09658,25927070538,187162218.1,1.54,4.72,13.34,2019/06/02
13.0,XMRMonero,XMR,1615842701.71,94.94,17018743,104335298.92,0.07,1.89,3.39,2019/06/02
14.0,DASHDash,DASH,1461466315.8,165.23,8844966,437591946.49,0.2,0.72,1.98,2019/06/02
15.0,MIOTAIOTA,MIOTA,1362585772.53,0.4902,2779530283,37289343.74,0.03,1.08,21.38,2019/06/02
16.0,ATOMCosmos,ATOM,1212264015.78,6.3573,190688439,84717217.8,2.34,9.66,41.26,2019/06/02
17.0,ETCEthereum Classic,ETC,1055459473.88,9.5152,110923928,992624941.18,0.32,10.02,25.38,2019/06/02
18.0,XTZTezos,XTZ,998364254.24,1.513,659878536,5045490.57,0.39,2.48,8.19,2019/06/02
19.0,NEONeo,NEO,918650726.96,14.13,65000000,480862891.95,0.66,2.24,18.54,2019/06/02
20.0,XEMNEM,XEM,858087702.81,0.09534,8999999999,30589300.69,0.57,1.13,9.64,2019/06/02
1.0,BTCBitcoin,BTC,136465098533.16,7688.08,17750225,16610726547.05,0.88,3.3,11.62,2019/06/09
2.0,ETHEthereum,ETH,24806123508.64,233.09,106424449,7566421455.56,1.16,4.99,13.3,2019/06/09
3.0,XRPXRP,XRP,16399949893.4,0.3883,42238947941,1575002838.04,1.29,5.84,12.84,2019/06/09
4.0,LTCLitecoin,LTC,7156126159.81,115.13,62155676,4360301111.39,1.16,2.75,0.53,2019/06/09
5.0,BCHBitcoin Cash,BCH,6795928981.94,381.17,17829300,1326212607.54,0.96,3.54,13.95,2019/06/09
6.0,EOSEOS,EOS,5668525580.88,6.1717,918463645,2202476170.89,1.12,3.42,19.48,2019/06/09
7.0,BNBBinance Coin,BNB,4314081086.68,30.56,141175490,336574886.83,0.17,4.74,7.12,2019/06/09
8.0,BSVBitcoin SV,BSV,3304678226.89,185.37,17827298,486304407.05,0.43,5.04,9.48,2019/06/09
9.0,USDTTether,USDT,3248557122.43,1.003,3238933772,17201793659.37,0.1,0.16,0.03,2019/06/09
10.0,XLMStellar,XLM,2318167337.34,0.1199,19331689941,369553778.18,0.83,4.99,12.54,2019/06/09
11.0,ADACardano,ADA,2060434301.67,0.07947,25927070538,122067718.34,1.37,5.29,16.39,2019/06/09
12.0,TRXTRON,TRX,2006199008.61,0.03009,66682072191,717761803.76,1.21,7.45,20.54,2019/06/09
13.0,XMRMonero,XMR,1427027278.67,83.78,17032194,135848271.22,1.01,4.44,11.85,2019/06/09
14.0,DASHDash,DASH,1265537507.14,142.89,8856878,337508604.51,0.99,1.99,13.2,2019/06/09
15.0,MIOTAIOTA,MIOTA,1142343515.52,0.411,2779530283,24623706.94,2.13,5.04,16.21,2019/06/09
16.0,ATOMCosmos,ATOM,1119797047.08,5.8724,190688439,49629336.64,1.79,4.44,5.79,2019/06/09
17.0,ETCEthereum Classic,ETC,905908990.57,8.1544,111094976,728018274.51,1.68,2.88,13.43,2019/06/09
18.0,NEONeo,NEO,815128352.62,11.56,70538831,445779063.98,1.82,3.84,17.06,2019/06/09
19.0,XTZTezos,XTZ,810791981.57,1.2271,660755048,4224512.84,0.61,2.99,18.69,2019/06/09
20.0,MKRMaker,MKR,736901585.01,736.9,1000000,4472481.23,0.16,4.4,1.11,2019/06/09
1.0,BTCBitcoin,BTC,159769423369.73,8994.49,17763037,23348550310.97,0.7,1.81,17.05,2019/06/16
2.0,ETHEthereum,ETH,28677606760.17,269.22,106519819,9676746452.62,0.45,0.25,15.25,2019/06/16
3.0,XRPXRP,XRP,18170284661.1,0.4275,42501950124,1981370152.3,0.44,4.21,10.61,2019/06/16
4.0,LTCLitecoin,LTC,8536706966.92,137.12,62256175,4372645800.6,0.18,0.17,19.27,2019/06/16
5.0,BCHBitcoin Cash,BCH,7642032028.34,428.32,17841838,1904693125.16,0.07,1.75,13.07,2019/06/16
6.0,EOSEOS,EOS,6429801584.97,6.9933,919416593,2909408357.62,0.28,1.59,13.72,2019/06/16
7.0,BNBBinance Coin,BNB,4574470639.88,32.4,141175490,389404410.17,0.28,1.29,5.33,2019/06/16
8.0,BSVBitcoin SV,BSV,3785005960.4,212.17,17839661,459971393.73,0.15,1.22,14.87,2019/06/16
9.0,USDTTether,USDT,3479357226.75,1.003,3469093225,23029024600.22,0.02,0.25,0.02,2019/06/16
10.0,XLMStellar,XLM,2519495194.74,0.1298,19408202374,330880314.3,0.22,2.73,8.41,2019/06/16
11.0,ADACardano,ADA,2393611253.66,0.09232,25927070538,197578316.72,0.14,0.81,16.02,2019/06/16
12.0,TRXTRON,TRX,2201165026.89,0.03301,66682072191,757904532.7,0.25,0.72,10.29,2019/06/16
13.0,XMRMonero,XMR,1634068688.96,95.86,17045839,217991870.32,0.17,1.37,14.27,2019/06/16
14.0,DASHDash,DASH,1389627506.57,156.69,8868780,353935768.6,0.78,0.81,9.86,2019/06/16
15.0,ATOMCosmos,ATOM,1285689467.57,6.7424,190688439,70784039.41,2.91,8.81,15.22,2019/06/16
16.0,MIOTAIOTA,MIOTA,1242215036.34,0.4469,2779530283,44074222.82,0.55,2.51,9.13,2019/06/16
17.0,NEONeo,NEO,990993090.69,14.05,70538831,551796446.59,0.05,0.58,21.17,2019/06/16
18.0,ETCEthereum Classic,ETC,967075643.77,8.6915,111266421,848979266.89,0.91,1.08,7.76,2019/06/16
19.0,XTZTezos,XTZ,851067754.69,1.2925,658457318,5700414.34,0.04,3.78,5.25,2019/06/16
20.0,XEMNEM,XEM,787226989.42,0.08747,8999999999,34131842.58,0.54,2.28,7.34,2019/06/16
1.0,BTCBitcoin,BTC,192970090354.71,10855.37,17776462,20998326501.96,0.24,1.33,19.53,2019/06/23
2.0,ETHEthereum,ETH,32819043043.36,307.83,106614947,8161062379.67,0.58,0.52,14.06,2019/06/23
3.0,XRPXRP,XRP,19903281582.06,0.4683,42501950124,2114801632.19,0.97,1.6,9.53,2019/06/23
4.0,LTCLitecoin,LTC,8536077179.26,136.88,62360769,3998980168.48,0.33,3.16,0.34,2019/06/23
5.0,BCHBitcoin Cash,BCH,8481134641.45,475.02,17854375,2313225131.6,0.41,0.98,10.72,2019/06/23
6.0,EOSEOS,EOS,6669765157.28,7.2469,920365887,2469803493.47,1.09,3.03,3.24,2019/06/23
7.0,BNBBinance Coin,BNB,5242513178.55,37.13,141175490,369969675.05,0.43,1.8,14.33,2019/06/23
8.0,BSVBitcoin SV,BSV,4237495801.84,237.37,17852148,481450075.51,0.53,0.7,11.72,2019/06/23
